date,symbol,mom_ratio,foot_ratio,stab_ratio,atw,delivery_turnover,MOMENTUM_SCORE,FOOTPRINT_SCORE,STABILITY_SCORE,SIS,Whale_Density,Implied_Trades,passes_conditions
2024-07-17,BHARATRAS,1.8185970792970678,1.0355039273379703,1.1814252093285562,46371.059013742924,40122710.4,84.51428571428572,57.14285714285714,82.22857142857143,74.1437501640215,0.04007330404677732,865.25326902948,True
2024-07-18,BHARATRAS,1.2873395216657297,1.151097987145728,1.2316252713667022,44386.92886061307,40120886.4,68.86090440755581,71.15054378935318,85.97595878649112,77.70790192476761,0.038562811262230295,903.8896681946707,True
2023-03-20,BOSCHLTD,1.668287655637833,1.5433221249012417,1.0812025570331456,75620.0610479905,548750103.6,80.84269662921348,83.59550561797752,70.89887640449439,76.47493579558876,0.04156538230905507,7256.673639178215,True
2024-10-07,BOSCHLTD,1.2114081621591963,1.0751874655999447,1.0117163925363997,161362.32444272644,1252799689.4,60.07194244604317,59.832134292565954,52.87769784172662,56.29447945280642,0.04496450697220351,7763.892183176042,True
2022-12-29,BRIGADE,1.1820554526009541,2.047751194904055,1.4307828924847148,26829.202947086404,91624108.5,68.52300242130751,97.76029055690073,97.6997578692494,91.03615253128811,0.5680380115080068,3415.0887255467346,True
2024-10-07,BRIGADE,1.1626942616916334,1.8433620634893448,1.1944598969721396,72302.37525632263,3073776977.5,55.695443645083934,93.04556354916068,74.34052757793765,75.07210854953235,0.532786705255228,42512.807727311934,True
2024-01-24,BRITANNIA,1.28315018617387,1.6170275409443742,1.0994589189107555,78437.41857901594,1498482503.5,59.497549019607845,85.7843137254902,82.90441176470588,78.39119235998106,0.15122643102700187,19104.179238005716,True
2024-08-12,BRITANNIA,1.372062071190355,1.6351628971445842,1.008744898241898,82843.94045126774,2654524380.75,52.517162471395885,83.86727688787185,67.16247139588101,68.35748875766039,0.14207219779925556,32042.468843107505,True
2023-12-28,CANBK,1.1462371617511145,1.040662431488116,1.0341532978371675,67916.62621490135,1396508043.7,50.45703839122486,56.672760511883006,67.76355880560634,60.55443534697603,1.556810419792576,20562.09387199503,True
2023-12-11,CANFINHOME,1.032533850457951,2.0930058083858665,1.1005832266941749,36045.81856783802,1190336906.85,40.15466983938132,86.55562165377752,63.236168947055326,63.4850218005012,0.46343370474223894,33022.88459921622,True
2023-11-17,CARBORUNIV,1.1048024881298497,1.384494500190575,1.6523840493598434,57223.97164289836,246461182.64999998,70.17650639074863,83.62751065124772,97.68715763846622,87.27772321555898,0.5292247388993226,4306.956954823432,True
